question,cluster
你觉得我们应该聊点什么呢？,304
一个三角形的面积是19平方厘米，高是3厘米，它的底是多少厘米．,146
中国人常吃的主食主要有什么,-1
帮我生成一份农夫山泉饮用水的广告词,110
给我i生成一篇关于外形科幻的小说,188
我国为何不实行12年义务教育？,-1
如何减轻我国的人口老龄化现象？,-1
把“The  development  follows  the  generall  SOP  [731  Development]  of  development.  Software development has additionally the bug fixing SOP [852_2 Problemlösungsprozess].”翻译成中文,-1
请问是鞋盒高还是珠穆朗玛峰高啊？,15
天蝎座最配的座是什么座，和双鱼座指数怎么样？,-1
从18.3里减去4.5的4倍，所得的差被3除，结果是多少？,-1
轩辕剑外传穹之扉是一个好游戏吗，为什么？,99
轩辕剑系列为什么在国产三剑系列里面普及度是最低的？,-1
帮我出一道适合小学三年级的有关追及问题的应用题,-1
甲、乙两车从相距360千米的A、B两地同时相对开出，甲车到达B地要5小时，乙车到达A地要6小时．当甲车到达B地，乙车距离A地还有多少千米？,80
你是谁？你喜欢什么季节？你的名字和季节有关系吗？,-1
"语言模型加载的时候fp16 , int8,int4分别是什么意思？对模型结果有什么影响？",-1
假如你现在是一个中国大陆上学的高中生，高考后要报考志愿，你会怎样选择自己的大学？,-1
怎样计算语言模型的最大输入和最大输出的token 数量？,-1
假定你现在是一个AI领域的教授，介绍现在大语言模型的发展趋势，并给博士生具体的研究方向细节？,-1
风格转换任务：请将下面的文本转换为马斯克说话的风格。“今天今天早上有相当大的云。当天晚些时候，云层有所减少。可能会有一场杂散的阵雨或雷暴。接近85华氏度。时速5至10英里的东南风。今晚部分多云的天空。可能会有一场杂散的阵雨或雷暴。”,171
如果你是马斯克，你现在要开发一个开源的语言模型，你会怎样一步一步实现这个事情。,303
假定你是杭州的本地人，像你的外国朋友介绍一下杭州，让更多的人在亚运会期间来到杭州游玩。,-1
编辑任务：请将下面文本翻译为明星张大大的说话方式。“生活真的太难了，我不想工作了”,-1
如果你是一个美发师，但是你没有本科学历，你现在想应聘杭州一家理发店的岗位，怎么说服店长给你工作的机会。,-1
如果在卷积神经网络中，输入的图像是256*256*3，经过一个全连接神经网络+relu，那么输出图像的尺寸是多少？,-1
我想开发一款Tob的SCRM软件，相对核心的功能模块有哪些，如果可以，给出几个目前市场上做的比较好的产品借鉴。,-1
34235235,67
2,-1
3224325325,67
以“我喜欢茶文化”为开头，写一段50字左右的文字。,36
修改病句：我不禁忍不住笑出声来。 ,-1
上海松江大学城有哪几所高校？,-1
已知正整数a、b、c满足 a + b + c = 2019 和 abc = 2019^2，求a、b、c的最大值和最小值。,-1
新出了一款无糖的果味气泡饮料，口感丰富。写8字以内的广告词。,231
"修改病句：昨天傍晚刮了一夜的风
（指出存在的问题，并写出正确的句子）",-1
中国有多少个民族，其中有几个少数民族？,270
我是公交车的售票员”到哪里？“,265
中国有哪几个直辖市,-1
生成四句副歌歌词，要求含烟花和火烈鸟，情感基调欢快,59
鱼有没有汗腺,-1
“南风知我意，吹梦到西洲”表达了一种怎样的思想感情,-1
如果可以选择一种超能力，你会想拥有什么？你想用它做什么？,298
"Apple Inc.是一家总部位于美国加利福尼亚州库比蒂诺市的跨国科技公司，主要从事计算机软件、消费电子和互联网服务等领域的研究、开发和销售。该公司成立于1976年，由史蒂夫·乔布斯、史蒂夫·沃兹尼亚克和罗纳德·韦恩三人共同创建，最初以生产个人电脑的方式起步。如今，苹果公司已经成为世界上最著名、最具影响力的科技公司之一，其代表性产品包括iPhone、iPad、Mac、Apple Watch、AirPods等。

提取文中的组织实体。",-1
请介绍一下什么是变分推断,-1
你今天早上出门之后，吃饭了么,312
帮我写一首现代诗，然后基于这首现代诗，出几道阅读理解的题目,234
有十二个球，其中有一个比其他的球轻，用天平去称量重量，来找出这个球体，最起码需要几次,149
请帮我完成一个短剧剧本，主题是关于最近几年在互联网上面很火的新消费的，可以以盲盒或者是球鞋作为话题，主题还是要反对过度的消费主义和跟风消费，字数大概在一千字左右。,-1
期末小论文老师要求我们写两千字以上，但是我只写了两百字，可以让老师看10遍吗？,246
老师说成功一般取决于后天的努力而不是先天的天赋。那我想要成功，今天明天可以休息吗？,143
《山海经》中的山神和我们古代文学作品中的山神有什么区别？为什么会有这种区别？,-1
为什么孙权有个外号叫做孙十万，这个外号的产生和三国时期哪个城市有关系，而当时，孙权面对的对手又有哪些人，你能举个例子吗？,-1
"欢乐欲与少年期，人生百年常苦迟。白头富贵何所用，气力但为忧勤衰。
愿为五陵轻薄儿，生在贞观开元时。斗鸡走犬过一生，天地安危两不知。

这首诗之中，贞观开元指的是哪两个时代？
这首诗里边，作者想要表达的主要情感是什么样的？
结合上下文和历史知识，为什么作者说愿意生在贞观开元两个年代？",-1
唱《挖呀挖呀挖》的幼儿园黄老师，到底是不是炒作？,3
未来人工智能技术能不能自动联系外星人并把人类的信息发送给外星人，就像小说《三体》那样？,-1
一群鸡和一群兔子关在一起，一共有40个头，100只脚，问有几只鸡几只兔子？,127
编一个中国人参加卢沟桥事变，英勇杀敌，随后继续组织队伍在长城沿线继续抗日的小说,-1
北方四月下大雪，今年的气候是异常吗？,33
帮我给前同事发一封邮件，问他离职的原因，现在的工作以及离职的程序？,283
北方的沙尘暴源头多来自蒙古。如何在不影响国际关系的情况下，用最少的资金投入解决这一问题？,-1
银行存款年利率2.2%，每年自动转存。在银行存入15200元，存入5年。到期后可以取出多少？,-1
写一首关于夏季七月飞雪、表达作者被屈含冤的心情的诗歌。,87
请为以下句子纠错：中国共有56个少数民族，每个民族都实现了民族自治。,270
电动汽车越来越普及。但如何解决电动汽车长途旅行时的充电难题，以使电动汽车应用更加普遍，增加人们换用电动车的热情？,-1
如果一个北漂想要获得北京市的户口，都有哪些合法途径？,278
极光一般可以在哪里看到？A：北极 B：南极 C：赤道,-1
请问，山东淄博烧烤真的好吃吗？,-1
请帮我写个全部由青年女工人采用全手工加工的鞋垫的广告文案。,-1
为什么雨后会出现彩虹、双彩虹等神奇现象？,-1
帮我写一篇“卖炭翁”的读后感,-1
为什么LED灯比白炽灯更省电？,190
为什么现在的广播特别是中波广播越来越少了？,-1
新民主主义革命总路线是什么？,18
我的银行卡被冻结了，为什么不能加热一下,-1
改革性质实质和目标是什么,-1
"小明从家里到学校，如果每分走50米，则正好到上课时间；如果每分走60米，则离上课时间还有2分。问小明从家里到学校有多远？

解题思路：

在每分走50米的到校时间内按两种速度走，相差的路程是（60×2）米，又知每秒相差（60-50）米，这就可求出小明按每分50米的到校时间。",156
肯德基第二杯半价，我想要直接买第二杯，为什么被店员拒绝了？,287
什么是社会主义初级阶段基本路线,18
帮我写一个故事，故事的主题是困境中成长，2023年5月份，一个年满35岁的1岁小孩的父亲，工作收入不再增长，他很担心小孩的未来成长，所以，他希望借助AI的发展，来延长自己的职业生命，给小孩一个更好的成长环境。故事发生在北京，时间是2023年5月份，目标受众是成年人。请将故事描述得生动且充满家庭的亲情。,-1
JAVA图形事件采用的方法有哪几种？,71
"5月16日，孟羽童是因违反公司纪律被开除的消息传得沸沸扬扬。但除了格力电器市场部员工向媒体的爆料外，格力方面对此说法一直没有官方证实，也没有官方否认。孟羽童本人也保持缄默。

5月17日上午，格力电器文传中心相关人士向《每日经济新闻》记者发来回应称“感谢广大网友的关心！祝愿孟羽童和广大网友一切都好！”
把以上文字翻译为英语
",-1
"“锄禾日当午，汗滴禾下土”
诗中表达的情感是什么？
诗中使用的修辞手法有哪些？",237
一个半径为2cm的圆，他的面积是多少,153
生成一首侄子对伯母的祝寿信。侄子在北京，伯母在家乡，时值六十大寿，侄子未能亲临，写信一封以表祝贺。侄子在成长和求学过程中曾得到伯母的许多关心和帮助，借祝寿信表达感恩之情。,-1
你好你好你好你好你好你好你好你好你好你好,310
你好你好你好你好你好你好,310
242342334434,67
(⊙﹏⊙)人头任5656,66
656565656565,66
你好你好你好你好你好你好,310
234344343434,67
非税电子票据总共有哪些类型？,34
如何判断非税电子票据存在违规开票行为,34
"有一个长方形纸板，如果只把长增加2厘米，面积就增加8平方米；如果只把宽增加2厘米，面积就增加12平方厘米。这个长方形纸板原来的面积是多少？

解题思路：

由“只把宽增加2厘米，面积就增加12平方厘米”，可求出原来的长是：（12÷2）厘米，同理原来的宽就是（8÷2）厘米，求出长和宽，就能求出原来的面积。",150
"c_str()有什么作用
",72
"以下诗中表达了什么样的情感？
槛菊愁烟兰泣露，罗幕轻寒，燕子双飞去。明月不谙离恨苦，斜光到晓穿朱户。
昨夜西风凋碧树，独上高楼，望尽天涯路。欲寄彩笺兼尺素，山长水阔知何处？",267
"妈妈买苹果和梨各3千克，付出20元找回7.4元。每千克苹果2.4元，每千克梨多少元？
解题思路：
用去的钱数除以3就是1千克苹果和1千克梨的总钱数。从这个总钱数里去掉1千克苹果的钱数，就是每千克梨的钱数。",-1
"atoi(of.m_orderData[i][""studentID""].c_str()  是什么意思？atoi和c_str()分别有什么功能？",72
"以下诗中表达的情感是什么？
唱彻《阳关》泪未干，功名馀事且加餐。浮天水送无穷树，带雨云埋一半山。
今古恨，几千般，只应离合是悲欢？江头未是风波恶，别有人间行路难！",267
老师问我为什么上课的时候睡觉，那么老师为什么会在我睡觉的时候上课？,292
"盒子里有同样数目的黑球和白球。每次取出8个黑球和5个白球，取出几次以后，黑球没有了，白球还剩12个。一共取了几次？盒子里共有多少个球？

解题思路：

两种球的数目相等，黑球取完时，白球还剩12个，说明黑球多取了12个，而每次多取（8-5）个，可求出一共取了几次。",149
生成一段围棋代码，黑白二子，黑棋先手。由程序判断输赢,-1
你怎么看待现在中国手机销量下滑的现象？,-1
两个数的和是572，其中一个加数个位上是0，去掉0后，就与第二个加数相同。这两个数分别是多少？,141
你能给我介绍一下西瓜这种水果吗？比如中国人最早是什么时候开始吃西瓜的、在中国西瓜的主要品种有哪些，各有什么特点。,81
"身居宝塔，眼望孔明，怨江围实难旅步；

鸟在笼中，心思槽巢，狠关羽不得张飞。

这幅对联里面有哪些三国时期的事件和人物（包括谐音）？",-1
你怎么看待中国所谓的情人节越来越多这一现象？,138
"心术不可得罪于天地；言行要留好样与子孙。

对联中反映的是什么主题？",-1
中国什么时期铁兵器大量应用于战场？,-1
"题雩都华严寺
岳飞〔宋代〕

手持竹杖访黄龙，旧穴空遗虎子踪。
云锁断岩无觅处，半山松竹撼秋风。

诗中表达的情感是什么？",-1
"1999年5月美国轰炸南斯拉夫期间,美国最先进的武器之一 ( )隐形战斗轰炸机被南斯拉夫军队打下来了。

A. F-117

B. B-2

C. F-18

D. F-22.",-1
日本二战投降是在美国向广岛扔下原子弹后的第几天？,-1
以色列空袭哪个国家的行动也被称为“巴比伦”行动？,-1
"TACAN地面台天线由()构成。

A. 火炮

B. 中央辐射体

C. 内调制圆筒

D. 外调制圆筒

注意这是多选题哦！",4
"归赴行在过上竺寺偶题

岳飞〔宋代〕

强胡犯金阙，驻跸大江南。
一帝双魂杳，孤臣百战酣。
兵威空朔漠，法力仗瞿昙。
恢复山河日，捐躯分亦甘。

诗中表达的情感是什么？",-1
"Twitter 致函微软，称后者“似乎将 Twitter API 用在了未经授权的用途和目的上”。Twitter 的老板马斯克(Elon Musk)此前曾多次公开指责这家软件巨头。律师在这封信中说：“微软可能在很长一段时间里违反了协议中的多项规定，”信中指出，多年来，微软在部分产品中免费使用 Twitter 的标准开发者 API。微软上个月拒绝为继续使 用Twitter API 付费。Twitter 要求微软披露过去两年使用 Twitter API 的相关情况，包括微软目前掌握哪些 Twitter 内容，以及微软是如何使用 Twitter API 的。微软的一位代表证实该公司已收到这封信函，表示将进行评估并作出适当答复。

请给这段文本选择3个关键词！",17
1马赫速度到底是多快？能不能形象具体的告诉我！,-1
"德国纳粹军队进攻东欧的脚步停在波兰是因为()。

A. 波兰人民的奋力抵抗

B. 捷克斯洛伐克的暴乱

C. 避免双线作战

D. 美国军队的威慑",-1
"如果说新世纪的那一场阿富汗战争则预示着信息化战争得到了进一步的发展,那么2003年3月20日打响的()战争则让我们看到了信息化战争的雏形。

A. 海湾

B. 科索沃

C. 伊拉克

D. 阿富汗",47
"小毖
诗经·周颂〔先秦〕

予其惩，而毖后患。莫予荓蜂，自求辛螫。肇允彼桃虫，拚飞维鸟。未堪家多难，予又集于蓼。

这首诗说了什么事情？能够给我们什么启发？",187
帮我修改周杰伦的歌曲《稻香》的词。,178
帮我写一行SQL语句，用于查询student表中id字段等于9999的数据,21
世界上三大航天大国有哪些？,51
"我军从上世纪90年代什么战争之后,开始追赶世界新军事革命潮流？",27
帮我写一条SQL语句，用于查询ReganYue表中的所有数据。,21
帮我写一封邮件，用于询问楼下水果店老板今天西瓜多少钱一斤。,-1
 一桶油连桶重16千克，用去一半后，连桶重9千克，桶重多少千克？,181
"帮我写一篇童话故事，要求如下：
时间：主人公刚上小学
地点：新华小学
人物：小灰狼、小狗熊、老鹰老师
事件：小灰狼和小狗熊因为月球是不是圆的而争吵、打架，老鹰老师教育了他们。

希望能够给儿童读者启发。字数不限。",77
帮我写一篇微信视频号的短视频脚本，喜剧题材的。请自由发挥，要求题材不能过于敏感。,243
小红和小华共有故事书36本。如果小红给小华5本，两人故事书的本数就相等，原来小红和小华各有多少本？,90
谁提出把我军建设成为“召之即来、来之能战、战之能胜”的威武之师？,27
389987+3 等于多少？,-1
"第一次军事变革以()为标志。

A. 金属兵器取代木石兵器

B. 热兵器取代冷兵器

C. 机械化主站兵器取代热兵器

D. 信息化兵器取代机械化兵器",47
武经七书是哪朝颁布的兵法丛书？,-1
《本草纲目》是什么时期什么人编写的书籍？,41
《天工开物》是谁写的？能不能给我介绍一下他的生平？,-1
帮我写一句宣传标语，用于制作横幅。内容是鼓励大家多生孩子的。15字以内,-1
《孙子兵法》传入日本的时间是在中国哪一时期？,40
《孙子兵法》有多少篇。能不能告诉我这本书的目录结构？,40
《孙子兵法》的作者是谁？他的祖父是谁？,40
"潼关河亭

薛逢〔唐代〕

重岗如抱岳如蹲，屈曲秦川势自尊。
天地并功开帝宅，山河相凑束龙门。
橹声呕轧中流度，柳色微茫远岸村。
满眼波涛终古事，年来惆怅与谁论。

诗中表达的情感是什么？",-1
一个车间，女工比男工少35人，男、女工各调出17人后，男工人数是女工人数的2倍。原有男工多少人？女工多少人？,-1
李强骑自行车从甲地到乙地，每小时行12千米，5小时到达，从乙地返回甲地时因逆风多用1小时，返回时平均每小时行多少千米？,80
矫枉必须过正，不过正不能矫枉。   帮我翻译成英文。,56
"哪个国家是世界上第一个提出网络战概念的国家,也是第一个将其应用于实战的国家。",47
"欧盟明确主张世界要朝()化发展。

A. 单极

B. 多极

C. 三极

D. 同级",-1
"20世纪90年代东欧剧变,两德统一导致了雅尔塔体制的()。

A. 崩溃

B. 缓和

C. 结合

D. 跃进",-1
 有红、黄、白三种颜色的球，红球和黄球一共有21个，黄球和白球一共有20个，红球和白球一共有19个。三种球各有多少个？,149
"兰陵王·柳

周邦彦〔宋代〕

柳阴直，烟里丝丝弄碧。隋堤上、曾见几番，拂水飘绵送行色。登临望故国，谁识京华倦客？长亭路，年去岁来，应折柔条过千尺。
闲寻旧踪迹，又酒趁哀弦，灯照离席。梨花榆火催寒食。愁一箭风快，半篙波暖，回头迢递便数驿，望人在天北。
凄恻，恨堆积！渐别浦萦回，津堠岑寂，斜阳冉冉春无极。念月榭携手，露桥闻笛。沉思前事，似梦里，泪暗滴。

表达的情感是什么？
",267
"湖泊占到了全球陆地面积的 3%，它对人类及整个生态系统至关重要。湖泊储存了地球表面 87% 的液态淡水。研究人员利用过去三十年（1992–2020年）的卫星观测数据，发现 53% 的大型湖泊蓄水量出现了统计显著的下降。导致自然湖泊蓄水减少的原因包括了气候变化、蒸发量的增加和人类水消耗。人工水库的蓄水减少则主要是沉积作用。中国最大淡水湖鄱阳湖蓄水减少的原因可能是三峡水库或气候变化。研究人员称，全球二十亿人口生活在湖泊逐渐干枯的地区，在水资源管理中需要考虑气候或沉积的影响。

取一个标题，要求能够吸引读者点击",-1
编写一段有关大学生创业的励志剧本。,288
"好的，你已经会用二元一次方程来解决鸡兔同笼问题了。但二元一次方程方法实在算不上一个聪明的办法，现在我来教你一个clever trick，用非二元一次方程方法来解决鸡兔同笼问题。为了确认你学会了这个技巧，我将在后面提出两个问题，需要你回答。

问题如下：笼子里有鸡和兔子，总共有头50只，腿134只，求问鸡兔各多少只。

这里是用非二元一次方程的解答：现在我们总共有50只鸡和兔子。如果笼子里都是鸡，那么将会有100只腿，但现在我们有134只腿，多出来的34只腿显然都是兔子的，每只兔子比起它是鸡的话多2只腿，所以我们有17只兔子（因为34/2=17），所以我们有17只兔子，33只鸡。
当然，也可以用这个思想从鸡的角度解决这个问题。假设笼子里全是兔子，那么会有200只腿，而现在只有134只，多了66只，多出来的就是把鸡看作兔子时多的腿，每只鸡比其它若是兔子少2条腿，所以我们有66/2=33只鸡，有17只兔子。

你理解这个技巧了吗，现在提两个问题你来回答吧：
1. 用代数过程展示、解释我说的技巧
2. 请你再举一个鸡兔同笼问题，并用我说的非二元一次方程方法来解决。",126
举出一个鸡兔同笼问题，用非二元一次方程方法解决这个问题。,126
"糖尿病患者可以吃蜂蜜嘛？
",-1
帮我想想今天晚上吃什么,313
"上午6时从汽车站同时发出1路和2路公共汽车，1路车每隔12分钟发一次，2路车每隔18分钟发一次，求下次同时发车时间。

解题思路：

1路和2路下次同时发车时，所经过的时间必须既是12分的倍数，又是18分的倍数。也就是它们的最小公倍数。",156
系统管理员的职责主要有哪些方面？,-1
"广大市民：桂林市各城区未来3小时将出现大暴雨。随即，桂林市教育局通知各县（市、区）教育局和市直属各学校，根据自身受涝情况该停课的及时停课。受暴雨影响，今早桂林市已有371所学校停课。

桂林市教育局在通知中明确要求，如当地发布暴雨红色预警的，各校应立即停课。此外，各校要严格规定和要求，及时发布停课通知，安全妥善落实停课措施，严防意外事故发生。对有险情或风险隐患突出的学校，要开展防汛督查和救灾指导工作，直至问题全面解决、风险全面化解、隐患全面消除，切实保障安全稳定。

桂林市防汛抗旱指挥部22日发布通知，根据气象资料分析，受切变线及冷空气共同影响，桂林市出现大到暴雨，局部大暴雨天气，最强小时降雨量为灵川九屋青狮潭水库94.9毫米，灵川、临桂、桂林市区已发布暴雨红色预警。暴雨区内部分河流可能出现超警洪水。

用简短的话总结出以上要点",50
"5月1日早，印尼巴厘岛巴东县的金巴兰洲际酒店发生命案：两名年轻的中国公民被发现身亡，男方名叫李驰明（25岁），女方名叫程佳楠（22岁）。

命案发生的第18天，即5月17日，印尼警方召开新闻发布会对外通报，称程佳楠是被男友李驰明杀害，之后，李驰明用碎啤酒瓶子自残，“他刺伤自己的颈部和身体其他部位，最后因失血过多死亡”。

“先谋杀后自杀”的“真相”公布后，程佳楠家人对外宣称，不能接受此结果，希望警方公布男方的作案动机。而自始至终，李驰明的家人没有发声，他家人对此究竟如何看？

5月22日，红星新闻找到李驰明的妈妈阿娟（化名），现年45岁的阿娟告诉红星新闻，她不认可印尼警方通报的“李驰明先谋杀其女友，而后自杀”的说法。

“他很爱很爱程佳楠，为什么要杀她？”阿娟说，李驰明甚至都已将户口迁到了程佳楠的家乡江西，他们还在南昌买了房子。、



总结一下以上文本",-1
"而据《露天看台》记者Eric Pincus报道称，欧文在离开篮网前就与库班达成“口头协议”，欧文允诺会留在独行侠，但是在薪资上他坚持索要一份3+1的合同，最后一年为球员选项，4年合同的总金额高达2.01亿美元。值得一提的是，一旦独行侠给欧文2亿美元的合同，欧文的年薪将超过东契奇成为队内最高，东契奇去年与独行侠提前续约了一份5年2.07亿美元的合同。这样一来，东契奇的球队地位可能会动摇，他也会对独行侠的未来充满悲观情绪，一旦独行侠在下赛季开端东欧组合仍不能产生化学反应，并不排除休赛期东契奇向独行侠提出交易的可能性。独行侠必须考虑一些交易方案以备不时之需。

将其改为英文，并且提取出主要内容",61
晚上十一点半，室友叫我一起打游戏，我该怎样拒绝他？,228
给我生成一段关于农夫山泉的广告，特点有：无污染，天然，甘甜,110
以“毕业祝语”为主，给我写一篇毕业祝贺语,300
在直播连线中，当周也第一次把“忏悔”读成“qian悔”时，另一名男演员侯明昊明显愣住了。接着周也又连续三次把“忏悔”读错（翻译为英语）,-1
身经各种活动场合的视后宋慧乔就反而选择了哑而不干的妆面，就像自带柔光效果，水光感交给更小范围的唇妆就不容易出错。（翻译为英语）,-1
如果需要通过护肤品来浸润干燥紧绷的肌肤，那么后续的上妆环节就尽量选择流动性佳、成膜快的轻薄底妆，也能避免过多的粉质吸附走肌肤水分，造成所谓的“倒拔干”。（翻译为英语）,192
虽然让皮肤因为滋润而产生光泽是水光肌的奥义，但在光线杂乱的环境里有的时候水光感其实反而会让人显得不那么精神。（翻译为英语）,193
比如米白色的哑光高光提亮面中后，再用细密的冷调珠光色轻扫叠加，这样也能做到让皮肤呈现出“湿漉漉”的即视感。（翻译为英语）,192
尤其是鼻尖、额心高点、颧骨都是很好的提亮区域，点上一笔，不只是让妆容有自然水光感，面部也会更立体。（翻译为英语）,192
其实水光肌并不难追求，只是让它持续美丽就需要找对方法。夏天就要来了，祝干皮姐妹们都能拥有掐出水般的好肤质哦～（翻译为英语）,193
为了不让爸妈担心，每天依旧上演早出晚归的生活；也有网友说，裸辞的这段时间，过得很快乐。（翻译为英语）,70
还有网友说自己也很想放空一段时间，但是没有那个勇气。上有老下有小的年纪，连请个假都要三思。（翻译为英语）,70
对不起，我的名字叫马克，我是一个独立自主的人（翻译为英语）,92
1965年，马克出生在肯尼亚的一个跨种族婚姻家庭。（翻译为英语）,92
中国文化博大精深，一篇文章可以全是一个读音，一首诗也可以正着反着都能读。而一句话的顺序其实也是可以改变的，改变了之后意思就大不一样了。（翻译为英语）,-1
刘古愚是清末年间的著名思想家教育家，也是陕西维新派的领袖，跟康有为并称是南康北刘。（翻译为英语）,-1
他是建国以来，唯一一个成功盗走高考试卷的人，以一己之力改变了数百万考生的命运，震惊中央！（翻译为英语）,55
那么究竟是什么让这个成绩不错的学生铤而走险？他又是如何成功盗取高考试卷的呢？他之后的人生又是怎样的呢？（翻译为英语）,55
在2013年的时候，南非第1位黑人总统曼德拉去世，这件事情引起了全球轰动。（翻译为英语）,19
甚至有很多人认为，在自己的印象当中曼德拉好像早已经去世，奇怪，明明一个早已经去世的人，怎么今天才去世？（翻译为英语）,19
甚至这些人还说，看到过曼德拉去世的报道，以及曼德拉去世的葬礼的相关片段，甚至是曼德拉遗孀热泪盈眶的演讲。（翻译为英语）,19
而现在竟然再一次被爆出去，难不成曼德拉之前的去世消息是假的，那如果曼德拉去世的消息是假的，为什么大家好像都亲身经历了一般？（翻译为英语）,19
曼德拉效应一般指大多数的人有着某种事件的深刻记忆，而这种深刻记忆被认定为是假事件。（翻译为英语）,19
"山穷水尽疑无路
（赏析诗词）",195
最开始的时候，我都感觉有点惊讶，没道理啊，我记得明明就是山穷水尽疑无路，怎么变成了山穷水复疑无路了（翻译为英语）,195
不知道大家有没有唱过这首歌，56个民族五十六枝花，56个兄弟姐妹是一家（翻译为英语）,-1
公元1115年，女真部落在北部建立了金朝，哈密瓜也出现在了这里。金史将哈密瓜描述得是世间罕见的珍品，“甘瓜如枕许，其香味盖中国未有也”。（翻译为英语）,-1
康熙皇帝起初在得知哈密国首领的归顺之意后，圣心大悦，还特地给他们追加了封号。（翻译为英语）,-1
这首《咏鹅》虽流传后世，却因过于简单少有名家点评，就更没有文人墨客按照这种思路去仿写了。（翻译为英语）,-1
无论是谁，都躲不开那例不虚发的一刀。刀从哪里来，也无人知道。但是当刀穿过喉咙的那一刻，他们的脸上都带着惊惧和怀疑。（翻译为英语）,-1
看到床前面的月光，怀疑好像是地上面结了霜。抬头望见山上空的月亮，低头思念起了家乡。（翻译为英语）,-1
尤其是在语文作文的练习当中，小学生写好一篇作文的标准可能就是把故事讲完整，符合题意，老师也不会对学生做过多的要求。（翻译为英语）,189
小学生在练习写作的时候，常常会走进一个误区，那就是字数越多，作文分数就越高，然而事实真的如此吗？（翻译为英语）,189
这篇以《爷爷》为题的作文同时也是一篇获奖作文，对于小学生来说，能够有这样的水平实属难得，老师必定也十分欣慰。（翻译为英语）,189
京口瓜洲一水间，钟山只隔数重山。春风又绿江南岸，明月何时照我还。（诗中表达的情感是什么）,269
"我们有一个光明的未来。
我们有一个光明的未来？
（句子表达的意图是否相似）",-1
"下雨天，留客天，天留我不？留。
下雨天，留客天，天留我不留。
（两句表达的意图是否相同？）",25
对于崩坏:星琼铁道里的希儿，对于希儿来说，多少的暴击率和暴击伤害才是正常的？,-1
今天我们就来为大家介绍金庸笔下最生僻的6个姓氏，现实中很少见，其中3个百家姓中也找不到。（翻译为英语）,-1
在中国封建社会二十多个王朝2000多年的历史之中，有一个绕不开却很少提及的盛世——开元盛世，他就是杨隋王朝。（翻译为英语）,-1
辛苦遭逢起一经，干戈寥落四周星。山河破碎风飘絮，身世浮沉雨打萍。惶恐滩头说惶恐，零丁洋里叹零丁。人生自古谁无死？留取丹心照汗青。（诗中表达的情感是什么）,251
小学班主任晒65分、95分试卷，家长签字差距太大，引发网友争议（翻译为英语）,-1
咬定青山不放松，立根原在破岩中。千磨万击还坚劲，任尔东西南北风。（始终表达的情感是什么）,266
多年以来，众多男性朋友一直被同一个可怕问题所困扰：“如果你妈和你女朋友同时掉进水里，你先救谁？”（翻译为英语）,38
此时的她万万想不到，今后，她将会面临着“父亲和丈夫同时落水，你救哪一个”的送命题。（翻译为英语）,38
"谁都看不上。
谁都看不上
（两句表达的意图是否相同）",25
有一句经典的台词，就是至尊宝对紫霞仙子的告白，里面对于爱情的定义是一万年（翻译为英语）,-1
当时，中国受外来思想的冲击，很多有身份的大人物，都会参加一些活动。（翻译为英语）,-1
庐在人境，而无车马喧。问君何能尔？心远地自偏。采菊东篱下，悠然见南山。山气日夕佳，飞鸟相与还。此中有真意，欲辨已忘言。（始终表达的情感是什么）,266
春宵一刻值千金，花有清香月有阴。歌管楼台声细细，秋千院落夜沉沉。（诗中表达的情感是什么）,257
曹丕当上皇帝后，对曾经和他争过储位的弟弟曹植，很是忿恨。（翻译为英语）,-1
十年无梦得还家，独立青峰野水涯。天地寂寥山雨歇，几生修得到梅花？（始终表达的情感是什么）,-1
给是我生成一段关于感叹“海边沙滩落日，夕阳西下”的诗，模仿李白的诗风,272
"你喜欢加班吗，如果加班有不错的加班费呢？

有报道称，近六成人平均每天加班超1小时，有一半加班后得不到任何形式补偿，不少人“自愿”无偿加班，加班费对他们来说是奢望。

国家统计局近日发布数据显示，今年3月全国企业就业人员周平均工作时间48.7小时，同比增加1.4小时。

中国劳动关系学院法学院院长沈建峰认为，中国劳动者并不完全厌恶加班，反对的可能更多是不给加班费。

对于加班这件事，《芈月传》作者蒋胜男曾多次表示，如果企业在8小时之外还要侵占，要用12个小时，那就相当于完全没有个人时间了。非常反感996。

此外，俞敏洪之前也直言现在中国的很多岗位都在打疲劳战，“如果一个公司长久地把员工的996看作是一种骄傲，那么这个公司就是个垃圾公司，因为它以剥削员工的业余时间为骄傲。”。


找出这段话的语法错误或者标点符号错误，并将这段话翻译为英文",170
你觉得“福建工程学院”改名为“福建理工大学”这件事意味着什么？,199
你觉得拍视频性能对于一台相机来说是否重要？,233
给我生成《灰姑娘》这首歌的后半段歌词,182
你说人生几十年，忙忙碌碌一生是为了什么？,-1
